date,AMZN_actual,MSFT_actual,AMZN_actual_quantile,MSFT_actual_quantile
1970-10-27T00:00:00Z,-0.0017025454714296728,-0.0058344267124823546,0.45372,0.42776
1970-10-28T00:00:00Z,0.01813308797131441,0.02006246385388266,0.86668,0.77972
1970-10-29T00:00:00Z,-0.007770404044070034,-0.005836613529932144,0.28696,0.27435
1970-10-30T00:00:00Z,-0.002531144748381564,-0.003995253546235311,0.29149,0.30924
1970-10-31T00:00:00Z,0.0032980054111693136,0.012274804797479888,0.57398,0.7425
1970-11-01T00:00:00Z,0.014089109294769031,-0.002822599030382733,0.75619,0.46067
1970-11-02T00:00:00Z,-0.03496296570740931,-0.02702401530358678,0.06631,0.03203
1970-11-03T00:00:00Z,0.015392850603380026,-0.0016049410015970267,0.80319,0.28442
1970-11-04T00:00:00Z,0.011610587085060686,0.024189535004591534,0.73467,0.78115
1970-11-05T00:00:00Z,0.008523837012139879,0.006714964845774496,0.6785,0.61113
1970-11-06T00:00:00Z,-0.016203861430650335,-0.008963339900519784,0.08339,0.24679
1970-11-07T00:00:00Z,-0.013307831067985276,-0.013339278509911345,0.15205,0.15227
